NonDetectFlag,Parameter ID,S Adt,S Avg Annual Precip,S EMC Value,Site ID,State ID,T Data Qualifier,T EMC Qual,T Parameter Name,T Pcode
FALSE,290,16500,,0.14,140,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,16500,,0.13,140,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,16500,,0.09,140,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,16500,,0.08,140,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,78500,,3.26,139,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,126000,,0.51,138,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,126000,,0.54,137,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,90000,,5.2,108,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,90000,,1.3,108,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,90000,,0.96,108,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,90000,,0.47,108,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,90000,,0.46,108,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,90000,,0.4,107,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,90000,,0.24,107,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,160000,,0.84,106,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,160000,,0.47,106,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,160000,,0.41,106,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,160000,,0.3,106,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,160000,,0.26,106,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,160000,,0.23,106,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,160000,,0.21,106,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,130000,,5.6,105,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,130000,,1.9,105,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,130000,,1.8,105,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,130000,,1.6,105,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,130000,,1.3,105,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,130000,,1.1,105,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,130000,,1,105,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,130000,,0.97,105,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,130000,,0.8,105,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,90000,,3.4,104,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,90000,,1.2,104,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,90000,,1.1,104,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,90000,,1,104,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,90000,,0.94,104,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,90000,,0.9,104,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,90000,,0.85,104,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,90000,,0.39,104,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,90000,,0.26,104,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,14000,,0.26,103,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,130000,,1.8,102,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,130000,,1,102,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,130000,,0.99,102,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,130000,,0.89,102,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,130000,,0.83,102,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,130000,,0.81,102,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,130000,,0.74,102,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,130000,,0.61,102,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,130000,,0.46,102,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,42000,,0.57,101,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,42000,,0.5,101,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,42000,,0.49,101,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,42000,,0.46,101,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,42000,,0.3,101,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,42000,,0.29,101,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,290,42000,,0.22,101,48,,,"Cadmium, water, unfiltered, micrograms per liter",p01027
TRUE,290,8000,,0.01,187,38,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027
TRUE,290,145100,,5,184,38,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027
TRUE,290,145100,,2,184,38,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027
TRUE,290,23000,,5,183,38,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027
TRUE,290,23000,,1,183,38,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027
TRUE,290,15800,,1,182,38,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027
TRUE,290,21400,,5,181,38,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027
TRUE,290,21400,,2,181,38,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027
TRUE,290,21400,,1,181,38,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027
TRUE,290,16500,,0.1,140,48,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027
TRUE,290,90000,,0.1,107,48,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027
TRUE,290,160000,,0.1,106,48,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027
TRUE,290,14000,,0.2,103,48,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027
TRUE,290,130000,,0.2,102,48,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027
TRUE,290,42000,,0.2,101,48,,<,"Cadmium, water, unfiltered, micrograms per liter",p01027
FALSE,236,8000,,6.43,187,38,,,"Calcium, water, filtered, milligrams per liter",p00915
FALSE,236,8000,,5.27,187,38,,,"Calcium, water, filtered, milligrams per liter",p00915
FALSE,236,8000,,3.51,187,38,,,"Calcium, water, filtered, milligrams per liter",p00915
FALSE,236,8000,,3.25,187,38,,,"Calcium, water, filtered, milligrams per liter",p00915
FALSE,236,8000,,3.08,187,38,,,"Calcium, water, filtered, milligrams per liter",p00915
FALSE,236,8000,,2.77,187,38,,,"Calcium, water, filtered, milligrams per liter",p00915
FALSE,236,8000,,2.71,187,38,,,"Calcium, water, filtered, milligrams per liter",p00915
FALSE,236,8000,,2.56,187,38,,,"Calcium, water, filtered, milligrams per liter",p00915
FALSE,236,8000,,2.44,187,38,,,"Calcium, water, filtered, milligrams per liter",p00915
FALSE,236,8000,,2.39,187,38,,,"Calcium, water, filtered, milligrams per liter",p00915
FALSE,236,8000,,2.35,187,38,,,"Calcium, water, filtered, milligrams per liter",p00915
FALSE,236,8000,,2.33,187,38,,,"Calcium, water, filtered, milligrams per liter",p00915
FALSE,236,8000,,1.86,187,38,,,"Calcium, water, filtered, milligrams per liter",p00915
FALSE,236,8000,,1.81,187,38,,,"Calcium, water, filtered, milligrams per liter",p00915
FALSE,236,8000,,1.74,187,38,,,"Calcium, water, filtered, milligrams per liter",p00915
FALSE,236,8000,,1.71,187,38,,,"Calcium, water, filtered, milligrams per liter",p00915
FALSE,236,8000,,1.62,187,38,,,"Calcium, water, filtered, milligrams per liter",p00915
FALSE,235,8000,,6.53,187,38,,,"Calcium, water, unfiltered, milligrams per liter as calcium carbonate",p00910
FALSE,235,8000,,3.96,187,38,,,"Calcium, water, unfiltered, milligrams per liter as calcium carbonate",p00910
FALSE,235,8000,,3.58,187,38,,,"Calcium, water, unfiltered, milligrams per liter as calcium carbonate",p00910
FALSE,235,8000,,3.52,187,38,,,"Calcium, water, unfiltered, milligrams per liter as calcium carbonate",p00910
FALSE,235,8000,,3.49,187,38,,,"Calcium, water, unfiltered, milligrams per liter as calcium carbonate",p00910
FALSE,235,8000,,3.03,187,38,,,"Calcium, water, unfiltered, milligrams per liter as calcium carbonate",p00910
FALSE,235,8000,,2.92,187,38,,,"Calcium, water, unfiltered, milligrams per liter as calcium carbonate",p00910
FALSE,235,8000,,2.56,187,38,,,"Calcium, water, unfiltered, milligrams per liter as calcium carbonate",p00910
FALSE,235,8000,,2.54,187,38,,,"Calcium, water, unfiltered, milligrams per liter as calcium carbonate",p00910
FALSE,235,8000,,2.13,187,38,,,"Calcium, water, unfiltered, milligrams per liter as calcium carbonate",p00910
FALSE,235,8000,,2.12,187,38,,,"Calcium, water, unfiltered, milligrams per liter as calcium carbonate",p00910
FALSE,235,8000,,1.93,187,38,,,"Calcium, water, unfiltered, milligrams per liter as calcium carbonate",p00910
FALSE,235,8000,,1.8,187,38,,,"Calcium, water, unfiltered, milligrams per liter as calcium carbonate",p00910
FALSE,235,145100,,27.6,184,38,,,"Calcium, water, unfiltered, milligrams per liter as calcium carbonate",p00910
FALSE,235,145100,,17.7,184,38,,,"Calcium, water, unfiltered, milligrams per liter as calcium carbonate",p00910
FALSE,237,23000,,25.2,183,38,,,"Calcium, water, unfiltered, recoverable, milligrams per liter",p00916
FALSE,237,23000,,7.36,183,38,,,"Calcium, water, unfiltered, recoverable, milligrams per liter",p00916
FALSE,237,23000,,3.8,183,38,,,"Calcium, water, unfiltered, recoverable, milligrams per liter",p00916
FALSE,237,16500,,3.4,140,48,,,"Calcium, water, unfiltered, recoverable, milligrams per liter",p00916
FALSE,237,16500,,1.9,140,48,,,"Calcium, water, unfiltered, recoverable, milligrams per liter",p00916
FALSE,237,16500,,1.8,140,48,,,"Calcium, water, unfiltered, recoverable, milligrams per liter",p00916
FALSE,237,16500,,1.7,140,48,,,"Calcium, water, unfiltered, recoverable, milligrams per liter",p00916
FALSE,237,78500,,14,139,48,,,"Calcium, water, unfiltered, recoverable, milligrams per liter",p00916
FALSE,237,78500,,10,139,48,,,"Calcium, water, unfiltered, recoverable, milligrams per liter",p00916
FALSE,237,78500,,7.1,139,48,,,"Calcium, water, unfiltered, recoverable, milligrams per liter",p00916
FALSE,237,78500,,6.4,139,48,,,"Calcium, water, unfiltered, recoverable, milligrams per liter",p00916
FALSE,237,126000,,11,138,48,,,"Calcium, water, unfiltered, recoverable, milligrams per liter",p00916
FALSE,237,126000,,5.8,138,48,,,"Calcium, water, unfiltered, recoverable, milligrams per liter",p00916
FALSE,237,126000,,5.6,138,48,,,"Calcium, water, unfiltered, recoverable, milligrams per liter",p00916
FALSE,237,126000,,4.2,138,48,,,"Calcium, water, unfiltered, recoverable, milligrams per liter",p00916
FALSE,237,126000,,2.4,138,48,,,"Calcium, water, unfiltered, recoverable, milligrams per liter",p00916
FALSE,237,126000,,8.3,137,48,,,"Calcium, water, unfiltered, recoverable, milligrams per liter",p00916
FALSE,237,126000,,7.9,137,48,,,"Calcium, water, unfiltered, recoverable, milligrams per liter",p00916
FALSE,237,126000,,7.7,137,48,,,"Calcium, water, unfiltered, recoverable, milligrams per liter",p00916
FALSE,237,126000,,6.7,137,48,,,"Calcium, water, unfiltered, recoverable, milligrams per liter",p00916
FALSE,237,126000,,6.6,137,48,,,"Calcium, water, unfiltered, recoverable, milligrams per liter",p00916
FALSE,237,126000,,3.2,137,48,,,"Calcium, water, unfiltered, recoverable, milligrams per liter",p00916
TRUE,5904,30000,,0.01,186,38,,<,"Carbazole, water, unfiltered, recoverable, micrograms per liter",p77571
TRUE,5904,145100,,1,184,38,,<,"Carbazole, water, unfiltered, recoverable, micrograms per liter",p77571
TRUE,5904,145100,,0.99,184,38,,<,"Carbazole, water, unfiltered, recoverable, micrograms per liter",p77571
FALSE,96,14000,,59,103,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,14000,,15,103,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,14000,,14,103,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,14000,,13,103,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,14000,,12.6,103,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,14000,,11,103,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,14000,,6.2,103,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,130000,,130,102,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,130000,,120,102,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,130000,,92,102,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,130000,,69,102,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,130000,,66,102,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,130000,,65,102,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,130000,,57,102,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,130000,,54,102,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,130000,,12.6,102,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,130000,,6.2,102,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,42000,,82,101,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,42000,,77,101,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,42000,,66,101,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,42000,,65,101,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,42000,,51,101,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,42000,,37,101,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,42000,,33.5,101,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,42000,,33,101,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,42000,,13,101,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,451,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,314,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,284,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,112,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,111,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,105,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,95,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,89,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,73,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,69,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,64,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,63,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,62,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,61,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,58,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,55,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,54,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,53,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,52,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,50,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,48,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,45,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,43,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,42,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,40,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,39,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,38,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,37,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,36,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,35,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,33,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,31,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,30,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,29,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,28,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,27,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
FALSE,96,17000,39,26,21,48,,,"Chemical oxygen demand, high level, water, unfiltered, milligrams per liter",p00340
